Passage,Argument,Web Source,Author,Text
"Close cooperation between the Polish and Dutch Chairs of the Preparatory Committees remains fundamental in that respect. New mechanisms of cooperation among the consecutive Chairs have contributed to strengthening the review cycle. They include regular consultations, an exchange of knowhow, the organization of regional conferences and experts’ support.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The NPT is not a perfect instrument, nor has its implementation been perfect. However, without the NPT, the world would have been much less stable and secure. It is our collective duty to ensure its viability in the years to come. The 2020 review conference must be a collective success. To that end, we must focus on common interests, build bridges where differences persist and take bold steps where we see opportunities for deeper and wider cooperation. Only then can we live up to our common obligations.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
The President: I now give the floor to the Minister for Europe and Foreign Affairs of France.,No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Mr. Le Drian (France) (spoke in French): At the outset, I would like to thank you, Mr. President, for having taken the initiative to convene this important debate. I would also like to thank Mrs. Nakamitsu and Mr. Amano for their very enlightening briefings at the beginning of our meeting.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"As the international security environment continues to deteriorate and the nuclear threat is making a forceful reappearance, it is crucial to preserve the integrity of existing non-proliferation norms and to consolidate a multilateral, rules-based order. As President of the Republic Emmanuel Macron recalled in this Chamber last September (see S/PV.8362), it is important to reaffirm unambiguously the essential nature of the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) for international security. The NPT remains the
cornerstone of global strategic stability. It represents
an irreplaceable bulwark against the risk of nuclear
proliferation. Fifty years after its signing, the Treaty is
an undeniable success for three reasons.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"First, since 1968 the NPT has led a number of States in Europe, Latin America, Africa, Asia and the Pacific to abandon their nuclear weapons. Only a few States have developed arsenals outside the NPT. Secondly, the NPT has enabled the peaceful development of nuclear energy under the auspices of the International Atomic Energy Agency (IAEA). Today, nuclear energy is an important source of low-carbon electricity for some 50 States. Non-energy applications of nuclear technology are even more widespread. Finally, the NPT has led to drastic reductions — on the order of 80 per cent — in nuclear arsenals from the levels seen during the Cold War.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"That success has not been achieved without crises along the way. Clandestine nuclear facilities and activities, which were not declared to the IAEA, were discovered first in Iraq and then in North Korea, Libya, Iran and Syria. Non-state clandestine networks, in particular the Abdul Qadeer Khan Network, played an important role in that series of crises. The involvement of the Security Council, the perseverance of its members, the determination of everyone and the work of the IAEA made it possible to overcome them, with the notable exception of that of North Korea, despite the recent decrease in tensions. In most cases, those results were achieved diplomatically. The NPT has survived despite that succession of shocks because its States parties have remained determined to preserve it.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Accordingly, despite a risky environment, safeguarding the NPT is more essential than ever. It is more essential than ever because the threat posed by the proliferation of weapons of mass destruction and their means of delivery has not disappeared. It is essential because the reduction in the American and Russian arsenals, by far the most massive, remains in place. The expectation for nuclear disarmament remains high in international opinion, which has led some to favour an exclusively declaratory approach by seeking a ban on nuclear weapons, while disarmament cannot be decreed. Only concrete actions count. Finally, safeguarding the NPT is essential because energy needs are constantly increasing all over the world and the fight against carbon dioxide (CO²) emissions also involves nuclear energy, which has made it possible for France, for example, to be below the world average for
carbon dioxide CO² production per capita. ",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"How, then, can we consolidate the NPT, and what should our collective road map be? Above all, the balance of the three pillars of the NPT must be respected. As mentioned by several speakers, it is a legitimate expectation of everyone. First, we must adopt a firm and united response to nuclear proliferation, with the highest priority necessarily being resolving the North Korean crisis. The North Korean nuclear and ballistic threat remains intolerable. NPT States parties must make clear their expectations of North Korea. The latter must implement the complete, verifiable and irreversible dismantling of its nuclear and ballistic programmes in accordance with the resolutions of the Council. At that point, the sanctions can be lifted.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"With regard to Iran, our objective in the nuclear field is twofold: preserve the Joint Comprehensive Plan of Action and come to an agreement on how to oversee Iran’s nuclear programme for the long term. There is no way we will accept Iran acquiring nuclear weapons. I would add that agreement will have to be reached to reduce the threat of Iran’s missile programme, which is only growing despite the Security Council’s calls.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Beyond crises, we will continue to rely on the IAEA. France hopes that States that have not yet done so will be able to accede to the additional protocol. And because the threat of nuclear or radiological terrorism is real, all measures in support of resolution 1540 (2004) must be strengthened.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Moreover, for the future, we must promote progressive nuclear disarmament. The NPT was conceived 50 years ago when the role of nuclear deterrence was recognized — a role that remains in several regions of the world. Yet France wants all States to commit themselves to creating the conditions for a world without nuclear weapons, with undiminished security for all. That is also consistent with the goal of general and complete disarmament set out in article VI of the Treaty.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Accordingly, in terms of concrete actions, we can propose several. First, the United States and Russia, which still hold nearly 90 per cent of the nuclear arsenals, must continue their concerted efforts to reduce them. Secondly, the negotiation in the Conference on Disarmament of a treaty banning the production of fissile material is essential to exclude the risk of a resumption of the arms race. It is an essential step on the road to a world without nuclear weapons. Thirdly,
the early entry into force of the Comprehensive NuclearTest-Ban Treaty remains essential. It is the necessary
key to preventing new weapons from being designed.
We call on all the States concerned to sign and ratify this
instrument and to support the Comprehensive NuclearTest-Ban Treaty Organization. Fourthly, work on the
verification of nuclear disarmament is also important
for confidence-building, and it is worth extending.
Fifthly, the reduction of strategic risks associated
with nuclear weapons is based on the transparency
of nuclear doctrines, dialogue between political and
military leaders, crisis communication instruments and
reassurance measures. Much has been done since the
birth of deterrence; those efforts must continue.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"In conclusion, let me say a few words on civil nuclear power, which must be pursued in the best conditions of safety and security. Through numerous partnerships, France supports countries that wish to embark on this path or develop it. France’s voluntary contribution to the IAEA Technical Cooperation Fund will be maintained in this regard.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"As Council members will have understood, France will continue to work to ensure that the main equilibrium of our nuclear non-proliferation system is maintained and that we are able to strengthen it with new binding measures. We are at the disposal of all those who wish to embark on this path in good faith.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
The President: I now call on the Deputy Prime Minister and Minister for Foreign Affairs of the State of Kuwait.,No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Sheikh Al Sabah (Kuwait) (spoke in Arabic): To begin with, I would like to commend the initiative of your country’s delegation, Mr. President, to convene this formal public meeting under the agenda item “Non-proliferation”. This meeting is being held before the convening of the next Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons (NPT), to be held in May 2020. I would like to extend my thanks to Mr. Yukiya Amano, Director General of the International Atomic Energy Agency (IAEA), and Mrs. Izumi Nakamitsu, Under-SecretaryGeneral and High Representative for Disarmament Affairs for their informative briefings.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Over the past months, the issue of nuclear non-proliferation has seen a momentum that is not witnessed since the high-level meeting of the Security Council in 2009 at which resolution 1887 (2009) was adopted (see S/PV.6191). The resolution reaffirms
that the NPT remains the cornerstone of the nuclear
non-proliferation regime and the main pillar in efforts
aimed at denuclearization and the peaceful use of
nuclear energy. That momentum continued through the
2010 NPT Review Conference, where an agreement
was reached that led to the Action Plan that gave the
peoples of the world a glimpse of hope that concrete
measures would be achieved in terms of ridding
the world of nuclear weapons and other weapons of
mass destruction.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"We are meeting again at a high-level after few months of participating in the Security Council’s highlevel meeting in September 2018 (see S/PV.8362), to reaffirm the threat of nuclear proliferation, stress the high priority given by the Council to the NPT and address this menace to humankind, based on the Council’s responsibility to prevent conflict and maintain international peace and security. In that regard, I would like to reiterate the principled and firm position of the State of Kuwait regarding NPT issues. We condemn the use of nuclear weapons and other weapons of mass destruction at any time, any place and by whomsoever. We consider such use to be a serious violation of international law. We also reiterate our steadfast commitment to the NPT and the achievement of its universality, in order to preserve and promote the international NPT regime. We recall the outcomes of previous Review Conferences, including the outcome documents of those held in 1995 and 2000, as well as the 2010 Action Plan.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Notwithstanding our commitment and the commitment of all States parties in supporting the Treaty, its regime continues to face great challenges in achieving the Treaty’s objectives. Forty-nine years after the Treaty’s entry into force, the world continues to face the threat of nuclear weapons and their proliferation. The peoples of our region are still awaiting the implementation of resolution NPT/CONF.1995/32 (Part I), annex, on establishing a Middle East zone free of nuclear weapons and all other weapons of mass destruction, adopted at the 1995 Review Conference, which led to the indefinite extension of the NPT.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The State of Kuwait and all other Arab countries reaffirm that the 1995 resolution shall remain valid and in force until its objectives have been achieved. The responsibility for its implementation rests with all States parties to the NPT, in particular the nuclear-weapon States, including the three co-sponsoring ones. At the same time, we emphasize that Israel must join the NPT
and subject all its nuclear facilities to the monitoring
and inspection of the International Atomic Energy
Agency (IAEA) given that Israel is the only country in
the Middle East that has not yet joined the NPT.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Today’s discussion on the NPT is not limited to the threat posed by nuclear weapons. It also includes one of the key pillars of the Treaty, namely, the peaceful use of nuclear energy. The State of Kuwait underlines that all States parties have the right to carry out research and studies as well as to possess and use nuclear technology for peaceful purposes. That inherent right is completely in line with the legal obligations of States and agreements concluded with the IAEA.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The State of Kuwait firmly believes in multilateralism under the United Nations umbrella, as well as the principles and obligations agreed upon in the Charter. Preserving the NPT is the responsibility of all States. In May 2020 the international community will meet in New York to take part in the upcoming Review Conference. That requires stepping up our efforts and working together as of today, showing the sincere political will to ensure the success of the Conference by demonstrating maximum flexibility in our positions to reach an agreement on measures that will contribute to achieving our goals of a world free of nuclear weapons.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Mr. Ma Zhaoxu (China) (spoke in Chinese): I would first like to thank Germany for convening today’s meeting. I would also like to thank Mrs. Nakamitsu, High Representative for Disarmament Affairs, and Mr. Amaro, Director General of the International Atomic Energy Agency, for their briefings.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The Treaty on the Non-Proliferation of Nuclear Weapons (NPT) is the cornerstone of the international nuclear disarmament and nuclear non-proliferation regime. Since its adoption 50 years ago, the Treaty has provided an important institutional guarantee for avoiding nuclear war, preventing nuclear proliferation and promoting nuclear energy for the benefit of humankind. It has played an important role in maintaining international peace and security.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The tenth Review Conference of the Parties to the NPT will be held in 2020 on the occasion of the fiftieth anniversary of the Treaty’s entry into force and the twenty-fifth anniversary of its indefinite extension. Security Council members recall the achievements of the Treaty and reaffirm their strong support for it at this historic moment of great importance in terms of safeguarding the NPT regime and promoting global
security governance.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The tenth round of the Treaty review process has now reached a critical stage. However, the overall situation does not give reason for much optimism. Differences in the area of nuclear disarmament are heightened. Unilateralism and double standards with regard to non-proliferation are prevalent. The multilateral arms control regime and order are being undermined. Under those new circumstances the international community should uphold the concept of a community of shared future for humankind, be mindful of the bigger picture of maintaining international peace and security, show political wisdom, strengthen unity and cooperation and jointly steer the 2020 Review Conference towards a pragmatic outcome",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"First, States should shoulder their responsibility effectively and maintain global strategic stability. Nuclear-weapon States should abandon the Cold War mentality and zero-sum concept, discard the nuclear deterrence policy based on the pre-emptive use of nuclear weapons and diminish the role played by nuclear weapons in their national security policies so as to effectively reduce the risk of nuclear war.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"China calls on Russia and the United States to continue to resolve their differences through negotiations and consultations, return to compliance with the obligations under the Intermediate-Range Nuclear Forces Treaty as soon as possible and explore extending the existing treaty between the United States of America and the Russian Federation on nuclear disarmament.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Secondly, States must adhere to international rules and uphold the multilateral arms control regime. The international community should firmly support multilateralism and the internationally recognized principle of promoting the three pillars of the NPT in a balanced manner and work together to preserve the authority of the United Nations and the Conference on Disarmament in Geneva in the area of multilateral arms control.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Thirdly, States should strengthen dialogue and consultation and safeguard the Treaty regime. The authority, effectiveness and universality of the Treaty must be strengthened and not undermined. In nuclear disarmament principles such as maintaining global strategic stability, undiminished security for all and a step-by-step process must be followed. The regional hotspot nuclear issues should be resolved peacefully
and by political and diplomatic means on the basis of
respect for international law. All parties should actively
encourage and promote cooperation on the peaceful use
of nuclear energy and make it a hallmark of the current
round of the Treaty review process.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"On the issue of a Middle East zone free of nuclear weapons and other weapons of mass destruction, the United Nations will hold a meeting later this year to discuss relevant issues. All parties should actively cooperate to facilitate the smooth conduct of the meeting, thereby creating conditions for the successful holding of the 2020 Review Conference.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"As the coordinator of the cooperation process among the Permanent Five, China hosted a formal conference among the five nuclear-weapon States in Beijing in January. The Beijing conference sent a clear political message on the importance of upholding the NPT regime. The five nuclear-weapon States committed to jointly safeguarding the NPT regime, comprehensively and fully implementing the Treaty, promoting its universality and working to make the 2020 Review Conference a success. They reiterated their readiness to respect the principle of undiminished security for all and to work to achieve greater progress on nuclear disarmament. They affirmed that they would do their utmost to resolve nuclear non-proliferation issues by political and diplomatic means. They remain committed to promoting international cooperation on the peaceful use of nuclear weapons and to supporting the efforts to establish nuclear-weapon-free zones in South-East Asia and the Middle East.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Since it is committed to the path of peaceful development, China poses no threat to any country and will never pursue its own absolute security to the detriment of the interests of other countries. China will continue to implement the new concept of a common comprehensive, cooperative and sustainable security through its concrete actions, steadfastly uphold the authority, universality and effectiveness of the Treaty and make its own contribution to the maintenance of international peace and security.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Mr. Matjila (South Africa): South Africa would like to express its appreciation to you, Mr. President, for presiding over this timely and relevant briefing on supporting the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) only a few weeks before the start of the third session of the Preparatory Committee for the 2020 NPT Review Conference
on 29 April. Likewise, we thank the Director
General of the International Atomic Energy Agency
(IAEA), Mr. Amano, and the High Representative
for Disarmament Affairs, Mrs. Nakamitsu, for their
detailed and insightful briefings.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"We thank the Foreign Ministers of Germany, Indonesia, Poland, France and Kuwait for their inputs and welcome the United States Under Secretary of State for Arms Control and International Security, Ms. Thompson.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Allow me to reiterate South Africa’s commitment to the attainment of a world free of nuclear weapons. In this context, I reaffirm my country’s commitment to the NPT as the cornerstone of the nuclear-disarmament and nuclear non-proliferation regime, which are two sides of the same coin.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"It is undeniable that the NPT plays a critical role in the maintenance of international peace and security. The three broad objectives of the NPT, namely, nuclear disarmament, nuclear non-proliferation and the peaceful uses of nuclear energy, are inextricably linked and mutually reinforcing. Therefore, in our view, efforts to prevent the proliferation of nuclear weapons should be matched by an equal commitment by the nuclearweapon States to eliminate all nuclear weapons in a verifiable and irreversible manner. As such, the support of the Council for the full and balanced implementation of all the objectives of the NPT is paramount.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Regrettably, we remain disheartened at the apparent lack of urgency and seriousness with which nuclear disarmament has been approached in the NPT context. This state of affairs places the Treaty, as well as its review process, under increasing pressure and falls far short of expectations. Nor have the continued reliance on nuclear weapons in security doctrines, the development of new types of nuclear weapons and qualitative improvements to existing arsenals allayed the fears of non-nuclear-weapon States.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Almost 50 years since the entry into force of the NPT, we cannot be complacent about the continued threat posed by nuclear weapons and the lack of implementation of the disarmament obligations flowing from article VI. We must respect the Treaty and the outcomes of its Review Conferences in order to maintain its continued longevity. Measurable progress, in particular on nuclear disarmament, must therefore be a major determinant in achieving and sustaining
international peace and security.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"With this in mind, South Africa believes that the 2019 Preparatory Committee should respect the agreements arrived at in 1995, 2000 and 2010 in order to strengthen global security. The 2020 Review Conference should likewise not roll back or reinterpret previously agreed commitments, which constitute the current nuclear-disarmament benchmarks. While we are aware that some States are arguing for the creation of a so-called special environment for nuclear disarmament, it is our view that this was already established with the entry into force of the NPT on the basis of its “grand bargain”. We believe that the success of future Review Conferences will be determined by the extent to which these undertakings are implemented.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Despite the lobbying and immense pressure on South Africa, as well as other States Members of the United Nations, we clearly demonstrated our commitment to nuclear disarmament when we deposited our instrument of ratification of the Treaty on the Prohibition of Nuclear Weapons (TPNW) on 25 February, joining the 21 other Member States that have ratified the Treaty. We want to use this opportunity to encourage Member States that have not done so to sign and ratify the TPNW at the earliest possible time in order to ensure its early entry into force. For us, the TPNW is a positive and bold step towards a world free of nuclear weapons. It complements and reinforces the NPT. A mass movement towards and a general call for a nuclear-free world has begun, and the process is unstoppable.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"It would be remiss of me not to commend the sterling role played by the IAEA in the implementation of the 2030 Agenda for Sustainable Development. The implementation of the 2030 Agenda is critical for the socioeconomic development of developing countries, especially on the African continent. We therefore urge the Council to fully respect the inalienable right of the States parties to the NPT to use nuclear technologies for peaceful purposes, as envisaged in the Treaty. We further call upon the Council and the international community to continue to support the Agency’s technical cooperation projects and activities.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Despite the lobbying and immense pressure on South Africa, as well as other States Members of the United Nations, we clearly demonstrated our commitment to nuclear disarmament when we deposited our instrument of ratification of the Treaty on the Prohibition of Nuclear Weapons (TPNW) on 25 February, joining the 21 other Member States that have ratified the Treaty. We want to use this opportunity to encourage Member States that have not done so to sign and ratify the TPNW at the earliest possible time in order to ensure its early entry into force. For us, the TPNW is a positive and bold step towards a world free of nuclear weapons. It complements and reinforces the NPT. A mass movement towards and a general call for a nuclear-free world has begun, and the process is unstoppable.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The Agency, furthermore, continues to verify and monitor the implementation by Iran of its nuclear-related commitments under the Joint Comprehensive Plan of Action (JCPOA), one of the recent success stories of multilateral diplomacy. We call upon the Council to continue to support and encourage these contributions
to international peace and security by the Agency and
reiterate our calls for the preservation of the JCPOA.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Nuclear-weapon-free zones will continue to play an important role in preventing the proliferation of nuclear weapons. In that regard, I highlight the importance of the Treaty of Pelindaba; this year marks the tenth anniversary of its entry into force. In the same vein, my delegation calls for the early establishment in the Middle East of a zone free of nuclear weapons and other weapons of mass destruction, as outlined in the 1995 resolution.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"South Africa strongly supports the full implementation of the NPT and its universality in pursuit of the goal of achieving and maintaining a world free from nuclear weapons. In this regard, we would do well to remember that the strength, credibility and utility of the NPT rests on a fundamental bargain, which all of us should uphold.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"We express our profound appreciation to you, Mr. President, for facilitating the press statement to be adopted later. Finally, I would like to leave the Council with a quote from a South African President: “There are no safe hands for nuclear weapons”.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
Ms. Thompson (United States of America): I thank Foreign Minister Maas for having convened this crucial meeting today on supporting the Treaty on the Non-Proliferation of Nuclear Weapons (NPT). I would also like to thank Under-Secretary-General Nakamitsu and Director General Amano for their briefings today.,No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The Security Council tackles some of the greatest challenges to international peace and security. But perhaps no challenge is more potent or more relevant to all of us than the further proliferation of nuclear weapons. We are approaching the fiftieth anniversary of the entry into force of the NPT. Over nearly five decades, the NPT has grown even more critical to the maintenance of international peace and security. It has made us all more secure by constraining the spread of nuclear weapons and has also thereby enabled the global peaceful use of nuclear energy and helped create conditions for progress on nuclear disarmament.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Fifty years ago, few would have dared to predict that we would be here today celebrating the success of the NPT. Before the NPT, United States Government national intelligence estimates had expressed dire concern about a possible snowball effect of cascading proliferation, which would increase the world’s nuclear
stockpile and undermine confidence in the ability of
non-proliferation policies to prevent such an action.
Yet, in a demonstration of remarkable diplomatic
resolve, the international community joined together
against that collective threat, reflecting rare consensus
during a time of Cold War polarization. Diplomatic
efforts culminated in the negotiation and entry into
force of the Treaty on the Non-Proliferation of Nuclear
Weapons. There has been unwavering international
consensus about the indispensable role of the Treaty
in maintaining collective peace and security. The NPT
has succeeded for half a century because it serves the
fundamental and widely recognized common interest
of preventing the proliferation of nuclear weapons.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"We have also seen enormous progress on disarmament, in part because the NPT helped curtail the emergence of new nuclear Powers. With the easing of Cold War tensions and the success of the NPT-based non-proliferation regime in impeding proliferation, it has been possible to reduce the nuclear arsenals of both the United States and Russia to levels not seen since the 1950s. The stockpile of the United States today has been reduced to approximately 12 per cent of its Cold War peak.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"We must also recognize that advancing towards the ultimate goal of a world without nuclear weapons must take into account the global security environment. We cannot overlook the fact that the actions of those States that are expanding and modernizing their nuclear stockpiles, threatening their neighbours and violating their arms-control obligations have contributed to a deterioration in global security conditions.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The United States is in the process of developing implementation plans for a path-breaking new initiative, entitled “Creating an environment for nuclear disarmament”. It is an initiative aimed at bringing countries together in a constructive dialogue, exploring ways in which it might be possible to ameliorate conditions in the global security environment so as to make further progress towards and ultimately achieve nuclear disarmament. In that regard, in addition to its emphasis on dialogue and diplomatic engagement with all relevant parties, the initiative stands in stark contrast to the Treaty on the Prohibition of Nuclear Weapons, or the Ban Treaty, which fails to address the security challenges that continue to make nuclear deterrence necessary and seeks to stigmatize, rather than engage with, countries that rely upon nuclear deterrence for
their national security.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"As we turn towards the 2020 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, the United States seeks a positive outcome of that meeting that reflects consensus on the broadest possible basis. We believe consensus is possible if the parties to the NPT focus on the big picture, while emphasizing their common interests and avoiding using divisive issues, such as the Ban Treaty and a zone free of weapons of mass destruction in the Middle East, to hold the Review Conference hostage.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"In addition, to strengthen the NPT and the non-proliferation regime, States must support the universalization of the International Atomic Energy Agency additional protocol, which has become the de facto nuclear safeguard standard and makes the protocol a condition for nuclear supply.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"States must also be united in demanding the final fully verified denuclearization of North Korea and must continue to hold that a secure, peaceful and bright future is possible for North Korea if it fulfils its commitments. We must remain united in our determination that Iran must never acquire a pathway to nuclear weapons.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Mr. Pecsteen de Buytswerve (Belgium) (spoke in French): First of all, I would like to thank you, Sir, for convening today’s high-level briefing in support of the Treaty on the Non-Proliferation of Nuclear Weapons (NPT). Indeed, today’s meeting, one year before the Review Conference of the Parties to the Treaty and on the fiftieth anniversary of its entry into force, is an opportunity to reiterate, within the Security Council, our steadfast support for this keystone of the collective security system. I would also like to thank Mrs. Nakamitsu and Mr. Amano for their contributions. ",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Belgium is concerned about the erosion of the multilateral system based on international law, which is particularly visible in the context of non-proliferation and disarmament. I will focus only on the threats that affect the implementation of the Intermediate-Range Nuclear Forces (INF) Treaty and the Joint Comprehensive Plan of Action, as well as the uncertainties that surround the future of the New Strategic Arms Reduction Treaty (New START) and the North Korean issue.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Recent developments regarding those issues reflect the increased polarization within the non-proliferation community, where trust and cooperation among States have registered a sharp decline. That climate challenges the global non-proliferation and disarmament architecture, making it even more difficult to achieve the progress that is nonetheless essential now that the risks of proliferation are increasing.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"That is why Belgium reaffirms its strong support for the three pillars of the NPT and continues to call for the full and balanced implementation of the 2010 Action Plan of the Review Conference of the Parties to the Treaty. Its mutually reinforcing practical measures for nuclear disarmament, non-proliferation and the peaceful use of nuclear energy remain relevant and provide a basis that is acceptable to everyone for progress towards the ultimate goal of a world without nuclear weapons.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Curbing nuclear proliferation is one of the major successes of the NPT. It is an undeniable achievement for our collective security and requires constant consolidation and strengthening. At the same time, it is vital to continue to promote the peaceful uses of nuclear energy, facilitate the sharing of nuclear technologies for peaceful purposes and encourage cooperation with developing countries.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Belgium remains committed to the pursuit of nuclear disarmament, in accordance with article VI of the Treaty. A world free of nuclear weapons is both a common goal and a shared responsibility. In that context, Belgium would like to underline the primary responsibility of the five permanent members of the Security Council, which possess nuclear weapons.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"No other weapon has the destructive power of a nuclear bomb. That fact underlines not only the need for urgent disarmament but also the need for a proactive approach to non-proliferation. On that difficult road, it is essential to establish a legally binding instrument banning nuclear tests.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"With regard to the Comprehensive Nuclear-TestBan Treaty, as coordinator of the article XIV process, together with Iraq, Belgium calls on States that are not yet parties, in particular the annex 2 States, to accede to the Treaty so that it can finally enter into force. A world without nuclear weapons requires a world without nuclear tests. For my country, that principle also applies to North Korea, and therefore makes the Comprehensive Nuclear-Test-Ban Treaty a relevant instrument for any negotiated solution aimed at ensuring verifiable and definitive denuclearization.",Yes,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"The future of the INF Treaty affects the security of Europe. We reiterate our call to Russia to return to full and verifiable compliance with the Treaty in order to safeguard its existence. The erosion of the Treaty occurs in parallel with rapid changes in missile technology, such as the emergence of hypersonic missiles, with potential consequences for doctrine and nuclear deterrence. That development demonstrates the need to give the proper attention to the issue of missiles in international debates. I also reiterate my country’s wish to see the New SТARТ Treaty extended, as it is the only instrument regulating the deployment of strategic nuclear missiles between the United States and Russia.",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
"Belgium therefore strongly reaffirms its support for the Treaty on the Non-Proliferation of Nuclear Weapons, which must be wholly preserved. The NPT is the cornerstone of the global nuclear non-proliferation regime, the essential foundation of the quest for nuclear disarmament and an important element of prevention and confidence-building for the purposes of maintaining international peace and security",No,https://undocs.org/en/S/PV.8500,UN Security Council Transcript,8500th Session
